supplier_id,supplier_name,product_id,lead_time,supplier_rating
SUP5015,Gibson Ltd,P2823,14,4.9
SUP5016,"Harper, Johnson and Harris",P7929,9,4.6
SUP5017,"Oliver, Garza and Hunt",P7027,6,3.4
SUP5018,"Parker, Novak and Jones",P6299,20,4.6
SUP5019,"Wilkinson, White and Liu",P8776,7,4.1
SUP5020,"Mckinney, Daniels and Rogers",P3230,19,3.5
SUP5021,Lambert-Martinez,P3209,5,4.2
SUP5022,"Castillo, Wheeler and Hampton",P5208,19,3.4
SUP5023,King-Walker,P915,19,4.4
SUP5024,Carter-Williams,P4318,3,3.7
SUP5025,Padilla-Flores,P8957,5,3.5
SUP5026,Miller Group,P6964,14,3.5
SUP5027,"Preston, Walter and Thomas",P8941,10,4.5
SUP5028,Nelson-Short,P5415,14,4.6
SUP5029,Johnson-Banks,P4211,5,3.1
SUP5030,Kline Ltd,P4068,15,2.8
SUP5031,Wilkinson-Chan,P3999,15,4.7
SUP5032,Lane-Clarke,P6988,9,4.2
SUP5033,Foster-Stuart,P68,12,4.8
SUP5034,"Frost, Reyes and Sanchez",P2384,14,3.3
SUP5035,Wang-Miller,P8779,20,2.9
SUP5036,"Burns, Mcneil and Mcknight",P8781,9,4.3
SUP5037,"Wright, Thomas and Davies",P1438,10,3.8
SUP5038,Baker Group,P6663,13,3.3
SUP5039,Hunter Ltd,P116,16,4.0
SUP5040,"Deleon, Wong and Weber",P3882,12,3.0
SUP5041,Gonzales-Holt,P6011,17,4.1
SUP5042,Cabrera PLC,P3728,18,4.8
SUP5043,"Mercer, Hernandez and Dunlap",P7061,17,4.2
SUP5044,Johnson PLC,P5303,2,4.1
SUP5045,Burton Ltd,P4990,3,4.9
SUP5046,Waters Inc,P9978,18,4.4
SUP5047,"Garcia, Howard and Martin",P5445,6,3.9
SUP5048,Morgan-Thomas,P9288,2,2.6
SUP5049,Atkins and Sons,P2041,17,4.4
SUP5050,Lopez-Smith,P3171,2,3.5
SUP5051,Schneider-Yoder,P8024,9,2.6
SUP5052,Contreras PLC,P587,5,3.3
SUP5053,Wallace-Shaw,P259,5,4.3
SUP5054,Aguirre-Jackson,P7675,4,2.5
SUP5055,"Moore, Mullins and Green",P6124,4,4.2
SUP5056,Gonzalez-Perez,P1542,19,4.5
SUP5057,Richmond-Huber,P8051,18,4.6
SUP5058,Peterson Group,P9554,5,2.7
SUP5059,"Perez, Conley and Conley",P4801,17,4.3
SUP5060,"Lewis, Keller and Cummings",P1288,17,5.0
SUP5061,Lloyd and Sons,P4,14,3.6
SUP5062,"Lara, Ramirez and Frazier",P9565,5,5.0
SUP5063,Moore Ltd,P868,2,3.3
SUP5064,"Reynolds, Price and Stewart",P1237,17,4.7
SUP5065,Nelson LLC,P758,5,4.7
SUP5066,Brady-Mitchell,P260,18,3.9
SUP5067,Frye Group,P8165,4,3.5
SUP5068,Jimenez LLC,P359,6,4.1
SUP5069,Wang-Hines,P1755,10,3.9
SUP5070,"Rodgers, Guerrero and Dodson",P1014,13,3.3
SUP5071,Pena-Johnson,P9649,19,3.4
SUP5072,"Carpenter, Baker and Padilla",P450,15,3.8
SUP5073,Johnson-Lee,P863,15,4.0
SUP5074,"Roman, Stevens and Barnett",P2437,5,3.6
SUP5075,"Barton, Wolfe and Velasquez",P4518,10,3.7
SUP5076,"Sanford, Sexton and Acosta",P5596,13,2.9
SUP5077,Graham LLC,P819,19,2.6
SUP5078,"Cannon, Lloyd and Avila",P5071,19,3.0
SUP5079,Stevens-Martinez,P112,14,2.9
SUP5080,Sanchez-Stevenson,P579,17,4.2
SUP5081,"Miller, Jones and Gutierrez",P7674,7,2.8
SUP5082,"Harris, Williams and Ray",P3844,15,3.9
SUP5083,Larsen Group,P6945,18,5.0
SUP5084,Gomez PLC,P4118,5,3.5
SUP5085,Howard LLC,P6221,18,2.7
SUP5086,Walsh Inc,P4222,12,3.9
SUP5087,Sanford Ltd,P4297,10,4.9
SUP5088,Robles PLC,P1686,20,3.5
SUP5089,Taylor-Martinez,P7582,20,3.6
SUP5090,"Allen, Reid and Smith",P2657,4,3.0
SUP5091,Lopez Ltd,P8071,11,4.3
SUP5092,"Lynch, Price and Roberts",P412,16,2.9
SUP5093,"Barnes, Brown and Tanner",P3912,2,2.5
SUP5094,Hendricks-Bradley,P3811,17,3.6
SUP5095,Walker Ltd,P9377,10,3.6
SUP5096,"Vincent, Bell and Hall",P4464,12,3.8
SUP5097,Smith PLC,P4718,20,2.7
SUP5098,Miller Group,P4296,20,3.6
SUP5099,"Snow, Dixon and Johnson",P9680,19,4.3
SUP5100,Wagner Inc,P6226,9,3.2
SUP5101,Diaz-Williams,P6289,4,3.0
SUP5102,Smith-White,P9970,2,2.6
SUP5103,"Montes, Mejia and Mcintosh",P8571,13,3.2
SUP5104,"Bridges, Snyder and Anderson",P7351,8,3.1
SUP5105,Peterson Inc,P2255,18,3.0
SUP5106,"Walker, Braun and Nguyen",P4529,9,2.5
SUP5107,Drake-Brown,P8857,2,4.2
SUP5108,Moore-Brown,P5076,8,2.7
SUP5109,Mcdowell-Hughes,P8857,5,4.6
SUP5110,Henry-Hayes,P1202,10,3.8
SUP5111,"Garcia, Rice and Meyer",P7094,9,2.8
SUP5112,Brown-Reese,P8751,13,2.7
SUP5113,Wilson Ltd,P6559,8,3.5
SUP5114,"Richard, Barr and Evans",P7967,11,4.2
SUP5115,Reynolds Group,P1271,11,4.1
SUP5116,Smith Ltd,P8080,9,4.5
SUP5117,Smith-Christensen,P4981,7,4.4
SUP5118,"Williamson, Ingram and Jones",P5704,9,4.6
SUP5119,Mcgee-Jones,P3200,19,2.5
SUP5120,Moran-Smith,P2849,12,4.7
SUP5121,Lucero-Harper,P4516,4,4.8
SUP5122,"Lane, Caldwell and Moore",P3179,10,4.5
SUP5123,Robinson PLC,P6470,10,4.7
SUP5124,"Miranda, Taylor and Rogers",P5228,17,2.6
SUP5125,"Vance, Holmes and Garcia",P8655,12,3.6
SUP5126,White-Montes,P415,12,3.0
SUP5127,Williams-Allen,P7841,2,3.4
SUP5128,Thompson Ltd,P968,17,4.5
SUP5129,Ross-Lee,P1140,18,3.7
SUP5130,Watkins-Love,P4299,16,3.5
SUP5131,Kennedy LLC,P4965,4,4.5
SUP5132,Washington-Watson,P3371,2,4.4
SUP5133,Anderson-Morales,P1018,8,2.9
SUP5134,Chandler LLC,P1451,2,4.1
SUP5135,Patrick-Robinson,P6650,9,4.9
SUP5136,Hernandez PLC,P440,20,4.2
SUP5137,"Norman, Reed and Carroll",P3203,3,2.7
SUP5138,Thomas PLC,P8388,15,4.2
SUP5139,Schwartz Group,P90,3,4.0
SUP5140,"Gray, Bonilla and Thompson",P5515,14,3.7
SUP5141,"Mays, Brock and Robles",P736,18,4.3
SUP5142,Clark and Sons,P7444,14,3.1
SUP5143,"Washington, Rogers and Wood",P8702,17,2.7
SUP5144,Salazar PLC,P7161,14,3.6
SUP5145,Strong-Nguyen,P2854,15,3.3
SUP5146,Smith-Randolph,P8203,9,2.9
SUP5147,Simmons-Luna,P1560,14,3.7
SUP5148,Jimenez-Wallace,P7886,7,3.7
SUP5149,"Miller, Rose and Rose",P286,9,3.8
SUP5150,Pitts-Moore,P9489,17,4.2
SUP5151,"Smith, Fowler and Francis",P6213,7,3.7
SUP5152,"Singh, Morgan and Curtis",P7446,7,3.3
SUP5153,Hunter Ltd,P8399,19,4.4
SUP5154,"Sanders, Boyd and Avery",P5806,20,3.3
SUP5155,Wilkerson-White,P1001,8,4.8
SUP5156,Hayden PLC,P170,5,2.7
SUP5157,Wright-Leblanc,P3101,2,4.4
SUP5158,Carlson Ltd,P7339,6,4.2
SUP5159,Pham PLC,P1657,13,4.4
SUP5160,Dean Ltd,P2942,7,3.8
SUP5161,"Finley, Leblanc and Calhoun",P6637,15,2.7
SUP5162,"Ellis, Le and Mullins",P5195,2,3.9
SUP5163,Smith-Roach,P4982,3,2.5
SUP5164,"Olson, Clark and Dixon",P8126,16,2.5
SUP5165,Campbell-Lambert,P8448,9,5.0
SUP5166,Murphy and Sons,P89,15,4.0
SUP5167,West-Fields,P8351,16,3.3
SUP5168,"Martin, Bell and Gutierrez",P6404,12,2.6
SUP5169,Robertson-Watkins,P9655,14,3.2
SUP5170,"Wilson, Braun and Cooper",P2240,19,3.1
SUP5171,Gonzalez-Butler,P6503,7,2.5
SUP5172,Scott-Bowman,P5151,17,4.4
SUP5173,"Braun, Dorsey and Evans",P9616,13,3.7
SUP5174,"Johnson, Stewart and Mccullough",P9687,5,4.3
SUP5175,Wong-Mason,P2642,8,3.5
SUP5176,Fletcher and Sons,P2563,15,4.4
SUP5177,Austin-Hartman,P6720,20,4.3
SUP5178,Scott-Schultz,P7849,3,4.0
SUP5179,Lester Group,P7423,16,2.7
SUP5180,Gilbert-Williams,P830,16,3.8
SUP5181,Giles Group,P8377,16,3.6
SUP5182,Davis-Stewart,P6910,5,3.6
SUP5183,Osborne LLC,P7759,10,2.8
SUP5184,"Wade, Johnson and Garner",P858,2,3.8
SUP5185,Huff and Sons,P1221,7,3.9
SUP5186,"Herrera, Thompson and Jones",P208,3,4.7
SUP5187,Richardson-Obrien,P9544,19,2.7
SUP5188,Oconnor-Murray,P6109,16,3.5
SUP5189,Deleon-Taylor,P6471,20,4.6
SUP5190,Thompson-Ochoa,P9095,19,2.6
SUP5191,Davis-Williams,P5693,8,3.6
SUP5192,Smith-Acevedo,P6211,19,3.5
SUP5193,Morris and Sons,P5948,11,2.5
SUP5194,Hamilton-French,P9739,16,4.3
SUP5195,"Perry, Miller and Keith",P5019,13,3.4
SUP5196,"Aguirre, Miller and Williams",P8299,6,2.9
SUP5197,"Powell, Potts and Harris",P9696,8,3.8
SUP5198,Wilson Ltd,P438,13,3.4
SUP5199,"Chambers, Burton and Pacheco",P5329,4,3.5
SUP5200,"Taylor, Barnes and Gregory",P1029,11,3.9
SUP5201,Hawkins-Sanchez,P7597,8,4.0
SUP5202,Jones Ltd,P2944,5,3.2
SUP5203,Anderson Ltd,P1293,9,4.3
SUP5204,"Briggs, Morales and Wyatt",P9864,20,3.3
SUP5205,"Le, Watkins and Duncan",P1446,17,4.0
SUP5206,Carter-Williams,P715,6,3.6
SUP5207,Wright PLC,P9917,10,3.8
SUP5208,Lucas Inc,P3658,10,4.3
SUP5209,Grant LLC,P8042,13,4.2
SUP5210,"Pena, Roberts and Perkins",P8655,9,2.8
SUP5211,"Jones, Leblanc and Adkins",P8127,4,4.2
SUP5212,"Smith, Ewing and Lin",P3175,4,4.8
SUP5213,Holder-Burns,P4905,16,4.6
SUP5214,Quinn LLC,P3615,17,2.9
SUP5215,"Evans, Houston and Garcia",P855,14,4.2
SUP5216,Chapman LLC,P7147,9,3.5
SUP5217,Woodward-Johnson,P4626,18,4.0
SUP5218,Cook-Jensen,P2552,18,2.6
SUP5219,Padilla-Dunn,P881,4,4.4
SUP5220,"Collins, Carter and Brandt",P6592,12,3.9
SUP5221,Davis-Marks,P5321,13,3.7
SUP5222,"Best, Warren and Howell",P9508,2,3.6
SUP5223,"Williams, Bowen and Richard",P804,4,4.9
SUP5224,"Hayes, Solomon and Sutton",P2147,15,3.7
SUP5225,"Brown, Davis and Mcdaniel",P672,11,4.1
SUP5226,Williamson PLC,P8433,6,2.9
SUP5227,Tran and Sons,P1442,17,5.0
SUP5228,Lopez Inc,P1982,16,2.6
SUP5229,"Delgado, Henry and Dillon",P627,3,2.6
SUP5230,Jones and Sons,P4936,9,4.9
SUP5231,Walters-Chandler,P1671,18,4.4
SUP5232,"Reed, Snyder and Terry",P8816,8,3.4
SUP5233,Sanchez-Williams,P5814,18,3.6
SUP5234,"Haynes, Dalton and Torres",P535,14,3.9
SUP5235,"Merritt, Dickson and Jackson",P2707,13,2.9
SUP5236,"Jackson, Nguyen and Smith",P1208,6,4.8
SUP5237,Fox LLC,P9572,5,4.3
SUP5238,Cobb-Johnson,P3754,16,3.9
SUP5239,"Fischer, Ward and Brown",P487,15,3.6
SUP5240,Perez-Reynolds,P1334,10,4.8
SUP5241,Arnold-Lee,P4531,2,3.0
SUP5242,"Martinez, Cruz and Richards",P8368,2,4.8
SUP5243,Austin Group,P7072,15,3.1
SUP5244,"Wilson, Mcintyre and Ballard",P2565,10,4.8
SUP5245,Blake-Sanders,P1192,13,3.1
SUP5246,Lester-Bell,P2397,2,4.2
SUP5247,Ortiz-Duran,P7412,2,2.6
SUP5248,Sherman and Sons,P8691,13,4.1
SUP5249,"Woods, Smith and Chen",P7776,6,4.5
SUP5250,"Butler, Bush and Morgan",P2291,9,3.2
SUP5251,Ward-Nolan,P3221,5,2.6
SUP5252,Petersen-Miranda,P9227,6,3.9
SUP5253,Ray LLC,P3782,11,3.0
SUP5254,Grimes-Garcia,P5193,10,2.8
SUP5255,Stone Ltd,P5221,9,3.7
SUP5256,Parsons Group,P4793,15,3.2
SUP5257,Vaughn Group,P7158,17,4.0
SUP5258,"Martin, Bennett and Pruitt",P1555,14,4.3
SUP5259,"Moon, Wallace and Hess",P32,18,3.6
SUP5260,Smith-Gomez,P270,3,4.7
SUP5261,Hall-Williams,P351,16,4.0
SUP5262,"Sanchez, Walker and Morrison",P2820,13,3.8
SUP5263,Kim Group,P8670,10,2.8
SUP5264,"Harrington, Turner and Pittman",P5257,4,3.8
SUP5265,Hill Group,P5992,6,3.5
SUP5266,Stevenson and Sons,P3535,5,4.7
SUP5267,Carlson-Baker,P227,19,2.7
SUP5268,Barnett Inc,P9548,7,3.2
SUP5269,"Bartlett, Gonzales and Bryant",P9988,10,3.1
SUP5270,"Ferrell, Gray and Brown",P6589,3,4.0
SUP5271,Brewer LLC,P3593,16,3.6
SUP5272,"Smith, Zavala and Smith",P2240,6,3.2
SUP5273,Richmond-Brown,P3144,6,4.2
SUP5274,"Hall, Lynn and Lambert",P5097,4,4.2
SUP5275,Mendoza and Sons,P2841,16,4.9
SUP5276,Diaz Inc,P9330,11,2.7
SUP5277,"Steele, Nguyen and Mclaughlin",P6899,18,4.3
SUP5278,White PLC,P1335,6,3.3
SUP5279,Norton Ltd,P9091,16,3.2
SUP5280,Wilkins Ltd,P2336,13,3.6
SUP5281,"Carroll, Preston and Higgins",P3539,7,4.9
SUP5282,Turner Ltd,P8855,8,4.4
SUP5283,Alexander-Wise,P5407,14,3.7
SUP5284,Lloyd PLC,P9454,14,3.7
SUP5285,Huffman-Morris,P7873,12,4.7
SUP5286,Williams Ltd,P885,19,3.7
SUP5287,Gonzalez PLC,P5446,4,3.0
SUP5288,Smith PLC,P6044,7,4.2
SUP5289,"Jones, Davis and Parker",P9925,9,3.9
SUP5290,Snyder PLC,P793,8,3.2
SUP5291,"Zamora, Bell and Gutierrez",P786,14,2.8
SUP5292,Wolf Group,P5303,19,3.7
SUP5293,Gutierrez Ltd,P375,20,3.6
SUP5294,Schneider-Andrade,P2848,2,4.0
SUP5295,"Phillips, Alvarado and Sanders",P9810,15,4.2
SUP5296,Johnson Inc,P5326,15,4.7
SUP5297,Conley Inc,P9644,7,4.9
SUP5298,Lopez-Sanders,P9932,10,2.6
SUP5299,Miller LLC,P2104,9,4.3
SUP5300,Johnson-Lopez,P4297,14,4.2
SUP5301,Brown Group,P7010,4,4.3
SUP5302,Jacobson PLC,P6851,7,4.7
SUP5303,Blackburn PLC,P4358,6,3.6
SUP5304,Wilson-Wright,P7717,20,2.5
SUP5305,"Jackson, Hicks and Hurley",P5620,4,4.9
SUP5306,Benitez-Smith,P9167,15,4.6
SUP5307,Lewis-Evans,P9741,2,4.8
SUP5308,"Moran, Davis and Jones",P981,19,4.9
SUP5309,"Robinson, Guerra and Stewart",P8288,4,4.9
SUP5310,Mcmahon-Johnson,P1880,10,4.5
SUP5311,Curtis-Berry,P8774,10,4.4
SUP5312,"Henderson, Love and Richardson",P7486,14,4.4
SUP5313,Rogers-Freeman,P4706,19,4.2
SUP5314,Decker-Graham,P7166,10,4.5
SUP5315,Shaffer-Pitts,P4682,7,4.2
SUP5316,Nguyen-Rodriguez,P1007,18,3.0
SUP5317,"Flores, Collins and Turner",P8296,10,4.9
SUP5318,Hanna Ltd,P1826,5,4.6
SUP5319,Harris Group,P5310,10,3.5
SUP5320,Jones-Shaffer,P9871,6,4.2
SUP5321,Evans Inc,P9381,4,4.1
SUP5322,Golden Ltd,P6188,9,4.7
SUP5323,Murphy-Huerta,P1809,10,3.4
SUP5324,Schmidt-Walker,P2799,9,4.8
SUP5325,Vincent-Fisher,P6139,2,4.4
SUP5326,"Morris, Bradford and Cook",P3359,20,3.2
SUP5327,Green-Sawyer,P1795,19,4.5
SUP5328,Fischer PLC,P2296,19,4.1
SUP5329,"Gregory, Smith and Green",P3362,8,3.1
SUP5330,Hill LLC,P2530,2,4.0
SUP5331,Pierce-Suarez,P3871,8,4.9
SUP5332,Fox-Spencer,P4588,14,4.0
SUP5333,"Lucas, Rasmussen and Allen",P2642,19,2.6
SUP5334,Walker Ltd,P287,11,2.9
SUP5335,Schroeder-Johnson,P2964,9,4.2
SUP5336,Townsend Ltd,P2978,10,4.6
SUP5337,Williams Inc,P4253,19,4.4
SUP5338,Jones-Robinson,P4990,5,3.9
SUP5339,Brown and Sons,P3632,7,4.7
SUP5340,Davis-Herring,P3491,11,4.7
SUP5341,Brown-Trevino,P307,2,3.9
SUP5342,Thomas Group,P9940,11,2.6
SUP5343,Cole Ltd,P4242,16,4.2
SUP5344,Baker and Sons,P9941,3,4.9
SUP5345,Rodriguez PLC,P7400,9,3.3
SUP5346,"Huynh, Ashley and Nelson",P967,17,4.7
SUP5347,"Montoya, Melton and Lester",P5138,3,4.0
SUP5348,"Martinez, Stark and Brown",P7137,11,2.8
SUP5349,Murphy Group,P4348,20,4.0
SUP5350,Santiago-Callahan,P1427,17,3.0
SUP5351,Woods-Becker,P7095,6,3.0
SUP5352,"Figueroa, Johnson and Salinas",P7097,18,4.8
SUP5353,"Ford, Turner and Johnston",P3385,16,3.3
SUP5354,Hernandez LLC,P4671,15,3.7
SUP5355,"Baird, Brown and Herrera",P4423,7,3.7
SUP5356,"Marks, Graves and Hernandez",P5619,4,2.6
SUP5357,"Chavez, Maldonado and Lowe",P9308,6,3.4
SUP5358,Wheeler Ltd,P705,9,3.8
SUP5359,Mack Inc,P9424,5,4.8
SUP5360,Ward Ltd,P1638,9,4.9
SUP5361,Webb Ltd,P8259,7,3.4
SUP5362,Johnson-Harris,P4710,6,3.8
SUP5363,Jacobs Ltd,P9232,12,4.8
SUP5364,"Harper, Dickerson and Stout",P5485,15,4.4
SUP5365,Smith-Smith,P9797,2,2.7
SUP5366,Wood-Tran,P1254,2,2.7
SUP5367,Burton-Thomas,P6972,14,3.3
SUP5368,Olson LLC,P7283,6,3.5
SUP5369,Taylor-Allen,P2455,5,3.1
SUP5370,"Smith, Wallace and Glenn",P835,14,4.5
SUP5371,Clark-Davila,P7878,15,4.5
SUP5372,Pacheco Ltd,P7593,4,4.3
SUP5373,Simpson-Collier,P923,2,4.8
SUP5374,Ortega PLC,P3510,18,4.5
SUP5375,Armstrong Group,P632,4,4.4
SUP5376,Hansen and Sons,P9527,12,4.6
SUP5377,Nolan-Mitchell,P1063,11,4.2
SUP5378,Anderson-Price,P2849,4,4.4
SUP5379,"Holmes, Cooper and Vasquez",P9772,11,4.2
SUP5380,"Rodriguez, Campbell and Johnson",P5183,7,4.5
SUP5381,Wright-Perkins,P8115,10,4.2
SUP5382,"Jackson, Perkins and Allen",P5024,3,2.5
SUP5383,Reid-Valdez,P2889,8,3.8
SUP5384,Gregory-Dalton,P8481,18,4.9
SUP5385,Ramirez-Reeves,P1793,11,3.8
SUP5386,Medina-Cunningham,P4644,12,3.3
SUP5387,"Turner, Deleon and Hernandez",P7053,2,3.2
SUP5388,"Johnson, Roberson and Hardy",P9906,14,5.0
SUP5389,"Hamilton, Morris and Ortega",P9038,6,5.0
SUP5390,"Ramsey, Mills and Summers",P4998,14,3.4
SUP5391,Smith PLC,P3866,4,4.8
SUP5392,Parker Group,P8182,18,3.1
SUP5393,Marshall-Black,P4986,5,2.8
SUP5394,Blake-Mcgee,P1065,5,2.7
SUP5395,Hampton Ltd,P3304,5,3.5
SUP5396,Figueroa Group,P2657,20,2.6
SUP5397,"Mann, Mullen and Pratt",P1501,10,2.9
SUP5398,"Thompson, Craig and Oneill",P5548,6,3.0
SUP5399,"Jones, Schmitt and Nelson",P8143,14,4.3
SUP5400,Santos-Carter,P7077,7,3.4
SUP5401,"Miller, Baldwin and Crawford",P3595,13,5.0
SUP5402,Mcintosh-Roberson,P1091,8,3.3
SUP5403,"Smith, Myers and Short",P6146,4,5.0
SUP5404,Ruiz-Stevenson,P1386,4,4.7
SUP5405,Estes-Taylor,P3810,20,3.4
SUP5406,Harmon Group,P2504,6,3.7
SUP5407,Hall-Foster,P4243,2,3.0
SUP5408,"Johnson, Williams and Snyder",P1317,19,4.5
SUP5409,Robertson and Sons,P641,17,3.6
SUP5410,Alvarado and Sons,P6013,3,4.5
SUP5411,"Moore, Patterson and Benton",P5100,6,4.8
SUP5412,"Kemp, Holden and Hawkins",P3366,12,2.6
SUP5413,Bowen-Young,P7623,12,3.9
SUP5414,Johnson Ltd,P5699,12,3.2
SUP5415,Good LLC,P887,8,3.1
SUP5416,Walsh LLC,P5319,5,3.0
SUP5417,"Reed, Alexander and Adkins",P6527,12,2.6
SUP5418,"Patterson, Wilson and Murphy",P8038,15,3.3
SUP5419,"Collins, Mendoza and Harris",P6155,4,4.2
SUP5420,"Ortiz, Woodward and Wilson",P6906,17,4.1
SUP5421,Willis-Wilson,P6229,19,4.8
SUP5422,Bowen-Russell,P3182,10,3.3
SUP5423,"Jackson, Lin and Webb",P7635,8,4.2
SUP5424,"Duarte, Smith and Cooper",P9410,5,2.8
SUP5425,Jackson Ltd,P8460,5,3.9
SUP5426,"Barajas, Chambers and Morales",P7567,16,4.2
SUP5427,Jones Inc,P8566,8,4.6
SUP5428,Evans Inc,P8599,3,3.0
SUP5429,Frazier LLC,P4434,7,2.7
SUP5430,Jones Inc,P7359,19,3.5
SUP5431,"Tanner, Harmon and Johnson",P8673,10,4.4
SUP5432,Reynolds-Mckay,P2878,7,4.2
SUP5433,Brown-Dixon,P2711,11,4.2
SUP5434,Mahoney LLC,P2696,20,4.2
SUP5435,"Freeman, Rosales and Meza",P1351,11,3.9
SUP5436,Phelps PLC,P3038,3,3.5
SUP5437,Jackson LLC,P5298,3,2.9
SUP5438,"Rice, Hill and Hudson",P6286,9,3.0
SUP5439,Gutierrez-Anderson,P7731,11,2.9
SUP5440,"Simmons, Hernandez and Clark",P2107,5,4.5
SUP5441,Diaz PLC,P5365,3,3.2
SUP5442,Jackson LLC,P8702,19,2.7
SUP5443,Porter-Rivera,P5481,3,3.6
SUP5444,Nguyen-Rodriguez,P4929,7,3.1
SUP5445,Williams-Johnson,P471,9,4.3
SUP5446,Gonzalez-Turner,P3644,10,3.3
SUP5447,Parker-Henderson,P7797,4,3.5
SUP5448,"Gonzalez, Roberts and Chang",P7982,16,5.0
SUP5449,Keller Inc,P8173,5,3.1
SUP5450,Howard-Wang,P641,3,3.9
SUP5451,"Dean, Wilson and Kennedy",P378,19,3.3
SUP5452,"Collins, Hensley and Martinez",P8637,16,3.7
SUP5453,"Watts, Stevens and Contreras",P8867,7,4.7
SUP5454,Evans PLC,P2267,6,4.4
SUP5455,"Scott, Lewis and Mercer",P9723,3,4.9
SUP5456,Fuller Inc,P1122,8,4.8
SUP5457,Ramos Ltd,P557,9,4.2
SUP5458,"Hubbard, Moreno and Berry",P3655,19,3.7
SUP5459,"Thomas, Mann and Jones",P9177,14,3.0
SUP5460,"Hill, Mills and Wong",P7055,6,4.7
SUP5461,"Jimenez, Martinez and Larsen",P9298,14,4.2
SUP5462,Harrison-Baxter,P9596,10,4.8
SUP5463,"White, Gardner and Garcia",P5188,6,4.3
SUP5464,Glass-Price,P5246,9,3.6
SUP5465,Branch PLC,P4678,17,2.7
SUP5466,Patton-Page,P8908,7,3.4
SUP5467,Dixon-Raymond,P896,11,2.9
SUP5468,"Stokes, Salas and Wright",P9687,10,4.5
SUP5469,Hanson LLC,P1298,19,3.2
SUP5470,Carroll-Wiley,P191,15,3.9
SUP5471,"Mack, Cordova and Klein",P51,12,3.0
SUP5472,"Morrison, Cooley and Dickerson",P5712,11,3.5
SUP5473,Oliver Inc,P8767,18,3.0
SUP5474,Kirk-Eaton,P2186,3,2.6
SUP5475,"Murphy, Terry and Shepherd",P7086,15,3.1
SUP5476,Andrade-Brooks,P6438,17,3.0
SUP5477,Lozano Ltd,P2312,5,4.2
SUP5478,Mitchell Group,P3370,2,2.9
SUP5479,"Smith, Fisher and Lewis",P519,2,4.6
SUP5480,"Smith, Collier and Elliott",P9091,16,2.5
SUP5481,Fitzgerald Inc,P9213,20,3.0
SUP5482,Rodriguez Ltd,P8100,18,4.9
SUP5483,Crawford LLC,P376,4,3.1
SUP5484,Bell LLC,P3691,3,4.8
SUP5485,Smith Inc,P118,3,4.5
SUP5486,Ward PLC,P3633,10,3.2
SUP5487,Burke-Burke,P5844,9,3.5
SUP5488,Perry-Livingston,P2579,4,2.6
SUP5489,"Smith, Moore and Cantrell",P2837,7,4.8
SUP5490,Rogers-Sanchez,P3507,11,3.6
SUP5491,Cooley-Mitchell,P9094,20,2.7
SUP5492,Pratt-Williams,P2196,15,4.2
SUP5493,Mason-Watson,P6543,11,2.8
SUP5494,"Clark, Moss and Wilcox",P7302,9,3.5
SUP5495,"Sloan, Williams and Peterson",P8701,3,4.4
SUP5496,Mcclain Ltd,P7587,5,4.7
SUP5497,Fowler-Butler,P6374,2,3.6
SUP5498,Strong Group,P6159,6,2.7
SUP5499,Jones-Roberts,P2221,17,3.2
SUP5500,"Walker, Key and Thompson",P1182,15,4.4
SUP5501,Navarro-Buckley,P8387,7,4.9
SUP5502,Sanders Ltd,P5893,8,2.5
SUP5503,"Greene, Lee and Woods",P7547,11,4.6
SUP5504,"Petersen, Watkins and Lowery",P7783,16,3.6
SUP5505,Parker-Richard,P4863,20,3.0
SUP5506,"Hill, Sanders and Bean",P9799,3,3.7
SUP5507,Anderson Group,P8073,16,2.9
SUP5508,Brandt PLC,P5050,19,3.0
SUP5509,Bailey-Williams,P9688,4,2.9
SUP5510,"Hernandez, Baldwin and Whitehead",P1695,7,4.4
SUP5511,Glass-Garcia,P6060,15,3.7
SUP5512,Hicks-Solomon,P6681,8,2.7
SUP5513,"Barnett, Gray and Hardy",P9685,7,4.1
SUP5514,Tapia-Douglas,P1718,2,3.7
SUP5515,"Bush, Patel and Watson",P8260,9,4.4
SUP5516,"Webb, Carney and Bailey",P6718,15,3.9
SUP5517,Edwards LLC,P1657,6,4.4
SUP5518,Dunn-Thompson,P2082,7,3.4
SUP5519,Strickland and Sons,P1470,12,4.3
SUP5520,Mitchell Inc,P5911,3,3.7
SUP5521,Schroeder-Phillips,P2799,3,4.9
SUP5522,Mills PLC,P976,9,3.8
SUP5523,Morales Ltd,P7539,8,4.9
SUP5524,"Montes, Warren and Peters",P4564,18,4.7
SUP5525,Duncan Ltd,P783,7,3.8
SUP5526,Huber Ltd,P1755,6,4.3
SUP5527,"Schroeder, Woods and Callahan",P936,7,3.2
SUP5528,Adams-Robinson,P3396,6,3.8
SUP5529,Hickman LLC,P9919,7,4.0
SUP5530,"Wallace, Turner and Clayton",P7400,9,3.8
SUP5531,"Cross, Russell and Watson",P3429,14,2.8
SUP5532,"Henderson, Donovan and Garcia",P6342,18,4.9
SUP5533,"Ryan, Navarro and Lewis",P3628,2,4.8
SUP5534,Horn-Williams,P2074,13,4.2
SUP5535,"Rodgers, Smith and Ingram",P8927,12,2.8
SUP5536,"Everett, Lee and Conley",P5223,15,4.9
SUP5537,"Flynn, Weaver and Mcintosh",P9793,13,3.2
