sale_id,product_id,customer_id,quantity_sold,sale_date,revenue,discount,region
S5444,P7554,C2364,2,2025-04-02,66892,15,Jaipur
S5445,P711,C9677,12,2024-11-23,67920,10,Pune
S5446,P5113,C677,4,2025-04-27,113788,0,Pune
S5447,P1002,C5690,16,2025-08-03,310256,10,Bangalore
S5448,P5920,C909,12,2025-11-19,120216,0,Pune
S5449,P6631,C5368,16,2026-05-07,549664,5,Mumbai
S5450,P8180,C9873,13,2026-04-10,14326,5,Mumbai
S5451,P2546,C6218,3,2025-07-26,67605,5,Pune
S5452,P207,C6434,20,2025-05-13,932020,15,Pune
S5453,P5725,C8645,20,2025-10-08,550880,0,Pune
S5454,P7596,C6715,3,2026-03-24,85839,15,Pune
S5455,P4629,C5732,10,2026-01-25,143570,0,Chandigarh
S5456,P4288,C4270,14,2026-02-08,128520,10,Jaipur
S5457,P9148,C1396,10,2024-07-26,170690,10,Mumbai
S5458,P630,C4347,1,2024-08-18,7653,5,Jaipur
S5459,P3452,C9958,4,2026-05-18,132496,5,Jaipur
S5460,P9107,C7405,19,2024-09-24,492518,5,Mumbai
S5461,P8216,C2222,3,2025-12-17,18360,10,Jaipur
S5462,P612,C1802,13,2025-02-23,514501,0,Pune
S5463,P2370,C6317,2,2025-02-24,86206,5,Jaipur
S5464,P1905,C8310,4,2025-09-16,165816,10,Bangalore
S5465,P6482,C5001,17,2025-10-29,506685,0,Delhi
S5466,P9173,C4704,9,2025-03-19,119097,5,Jaipur
S5467,P2702,C2440,3,2026-01-21,107988,10,Jaipur
S5468,P3696,C6449,17,2025-08-18,47141,5,Delhi
S5469,P1266,C3778,12,2025-08-16,262284,10,Delhi
S5470,P3563,C8477,9,2025-12-08,49410,15,Mumbai
S5471,P8745,C9345,13,2026-03-17,276315,5,Pune
S5472,P2913,C6119,19,2024-07-28,609748,15,Mumbai
S5473,P6968,C2727,14,2025-07-30,177982,10,Delhi
S5474,P2769,C8998,6,2025-08-21,225522,15,Jaipur
S5475,P357,C9096,5,2026-03-05,78085,5,Mumbai
S5476,P6826,C7907,16,2024-12-20,516320,15,Chandigarh
S5477,P5655,C3257,11,2025-06-02,528275,10,Chandigarh
S5478,P5556,C1135,4,2025-02-25,41680,15,Jaipur
S5479,P8192,C4342,18,2025-08-03,719352,15,Jaipur
S5480,P5570,C1029,4,2026-03-26,120536,15,Jaipur
S5481,P5263,C7282,11,2025-06-11,325336,10,Chandigarh
S5482,P779,C2475,9,2026-01-27,269811,0,Delhi
S5483,P8225,C5194,10,2025-08-21,52390,15,Delhi
S5484,P8297,C1760,11,2026-05-02,306339,10,Delhi
S5485,P9050,C324,6,2024-11-09,223110,0,Bangalore
S5486,P4433,C7843,14,2025-08-26,149870,10,Chandigarh
S5487,P5440,C6937,19,2025-05-20,26372,5,Jaipur
S5488,P767,C7076,6,2025-01-18,253362,5,Bangalore
S5489,P3028,C8557,13,2024-12-16,36218,0,Jaipur
S5490,P5422,C8977,6,2026-02-04,35202,15,Chandigarh
S5491,P3088,C4991,7,2026-05-16,167790,0,Bangalore
S5492,P9042,C3742,19,2026-04-06,495995,0,Delhi
S5493,P6026,C454,6,2024-09-09,268752,10,Chandigarh
S5494,P5599,C6428,11,2024-10-27,17974,15,Jaipur
S5495,P6421,C1309,15,2024-10-16,693960,15,Mumbai
S5496,P4269,C3007,11,2025-06-04,191917,15,Bangalore
S5497,P5729,C496,19,2024-11-17,165775,15,Mumbai
S5498,P7098,C597,3,2026-02-23,47262,15,Delhi
S5499,P2891,C5098,17,2024-10-08,286688,10,Mumbai
S5500,P7410,C9519,11,2025-08-30,447304,5,Bangalore
S5501,P3965,C7346,19,2024-11-25,137883,15,Jaipur
S5502,P580,C8207,2,2025-05-29,3998,5,Delhi
S5503,P957,C2555,2,2026-04-08,37394,5,Pune
S5504,P2386,C4755,2,2025-11-21,19652,5,Mumbai
S5505,P2280,C7377,15,2024-06-07,38670,10,Pune
S5506,P9511,C453,13,2025-08-23,436618,0,Delhi
S5507,P727,C3485,19,2025-12-22,793516,15,Chandigarh
S5508,P3964,C7774,1,2025-07-11,7429,15,Mumbai
S5509,P4098,C8405,7,2026-04-23,309414,0,Jaipur
S5510,P2394,C8770,20,2025-05-08,189380,10,Pune
S5511,P6428,C6732,4,2024-07-22,9584,15,Mumbai
S5512,P9090,C5743,9,2026-01-25,300276,0,Bangalore
S5513,P8730,C5529,11,2025-05-30,62227,10,Jaipur
S5514,P8895,C8982,17,2025-05-29,242199,10,Mumbai
S5515,P5496,C7817,8,2025-08-15,102760,10,Chandigarh
S5516,P7586,C3251,8,2024-07-13,146496,15,Pune
S5517,P4255,C9319,2,2026-05-09,2900,0,Jaipur
S5518,P9271,C6325,5,2025-12-08,121950,0,Pune
S5519,P4866,C4461,12,2025-12-30,229140,5,Pune
S5520,P7047,C1725,17,2025-07-29,501806,5,Jaipur
S5521,P3501,C208,5,2025-12-23,56185,0,Mumbai
S5522,P828,C5756,7,2025-12-19,109186,0,Pune
S5523,P6657,C3118,14,2025-03-30,351078,5,Delhi
S5524,P1378,C9060,3,2024-09-15,136227,10,Bangalore
S5525,P5249,C9862,12,2025-05-30,359544,5,Delhi
S5526,P3053,C370,1,2026-05-23,17858,0,Chandigarh
S5527,P7171,C5727,15,2024-12-21,36930,5,Chandigarh
S5528,P4749,C4916,2,2025-02-18,38684,5,Pune
S5529,P1081,C6685,8,2026-01-19,353264,5,Jaipur
S5530,P6698,C3244,8,2025-07-06,152200,15,Pune
S5531,P2169,C7605,14,2025-10-06,228760,0,Chandigarh
S5532,P1882,C6581,1,2025-03-03,15187,5,Mumbai
S5533,P3352,C997,8,2025-06-26,385280,10,Chandigarh
S5534,P8146,C1718,11,2024-08-04,257983,0,Jaipur
S5535,P5352,C7516,13,2025-06-14,318513,5,Delhi
S5536,P4380,C9899,2,2024-06-16,76240,15,Delhi
S5537,P5477,C9891,7,2026-01-17,143584,0,Pune
S5538,P7979,C3980,10,2024-11-30,327940,0,Mumbai
S5539,P1447,C5475,10,2026-05-23,188410,15,Chandigarh
S5540,P6309,C2216,2,2026-01-29,78626,10,Pune
S5541,P8010,C5053,9,2024-07-28,430497,0,Delhi
S5542,P7540,C1149,2,2025-10-08,86990,0,Chandigarh
S5543,P1661,C5145,9,2025-02-22,177021,0,Jaipur
S5544,P9395,C7912,9,2025-07-31,53253,0,Chandigarh
S5545,P7539,C9118,11,2025-03-07,422719,5,Delhi
S5546,P2850,C2807,7,2025-07-23,176589,15,Mumbai
S5547,P2246,C4634,16,2024-06-23,459680,10,Chandigarh
S5548,P3814,C9604,10,2025-01-23,88270,10,Jaipur
S5549,P5371,C7404,17,2025-08-07,406997,0,Chandigarh
S5550,P7197,C2869,4,2025-11-12,82388,15,Bangalore
S5551,P1126,C5023,8,2025-01-06,358808,10,Pune
S5552,P360,C9544,6,2025-01-13,126720,10,Chandigarh
S5553,P7725,C5987,19,2024-09-29,256994,0,Delhi
S5554,P2023,C3893,19,2025-08-19,255322,15,Delhi
S5555,P8151,C300,13,2024-11-29,533377,0,Bangalore
S5556,P343,C1588,15,2024-07-27,733290,15,Jaipur
S5557,P4114,C2432,3,2025-04-15,22779,0,Bangalore
S5558,P1621,C821,16,2026-01-02,560256,0,Delhi
S5559,P1647,C2561,20,2025-12-26,541560,5,Pune
S5560,P9789,C1563,5,2025-05-18,6705,5,Bangalore
S5561,P4401,C674,9,2026-04-27,424521,5,Chandigarh
S5562,P9397,C835,16,2025-08-28,120272,0,Pune
S5563,P4061,C1970,2,2026-02-13,7328,10,Bangalore
S5564,P2550,C5740,20,2025-01-29,67840,0,Chandigarh
S5565,P4671,C5681,2,2024-09-28,42606,15,Delhi
S5566,P118,C3106,15,2024-10-30,635715,10,Mumbai
S5567,P8036,C4246,14,2025-09-27,295260,5,Chandigarh
S5568,P775,C757,9,2025-08-06,317070,10,Jaipur
S5569,P6675,C1539,11,2025-09-10,432850,0,Pune
S5570,P6916,C8110,12,2024-10-09,405396,5,Delhi
S5571,P4182,C2428,7,2025-12-07,227521,15,Delhi
S5572,P9171,C2784,5,2024-11-22,63445,15,Chandigarh
S5573,P3115,C6414,14,2025-06-19,328146,10,Pune
S5574,P1365,C2227,15,2025-04-13,56625,0,Pune
S5575,P6588,C7422,7,2025-09-18,148568,10,Delhi
S5576,P2389,C428,20,2025-11-07,922860,5,Bangalore
S5577,P631,C1501,15,2025-02-07,41175,10,Delhi
S5578,P2663,C3474,20,2025-09-08,124800,5,Chandigarh
S5579,P2109,C4749,9,2026-04-23,209025,5,Chandigarh
S5580,P1836,C8698,12,2024-09-15,218952,0,Delhi
S5581,P3193,C3573,14,2026-03-09,652064,10,Mumbai
S5582,P3157,C3885,16,2025-04-06,354368,0,Delhi
S5583,P2160,C5363,19,2024-06-10,291992,5,Pune
S5584,P3869,C5009,19,2025-11-04,707522,5,Mumbai
S5585,P406,C3564,11,2025-02-20,170214,15,Delhi
S5586,P9681,C3496,7,2024-12-28,31745,10,Bangalore
S5587,P6907,C8155,9,2024-11-12,198882,5,Pune
S5588,P6594,C7339,2,2025-05-11,23522,15,Chandigarh
S5589,P1781,C4212,6,2025-07-29,203196,15,Mumbai
S5590,P7335,C735,12,2026-04-19,484056,5,Delhi
S5591,P5923,C6413,3,2024-11-13,14670,10,Chandigarh
S5592,P5716,C713,15,2024-08-29,454215,15,Pune
S5593,P2711,C1084,20,2024-09-04,755840,15,Delhi
S5594,P4687,C9832,6,2024-12-12,236406,5,Pune
S5595,P1569,C2649,17,2025-10-23,710600,0,Delhi
S5596,P8920,C8064,10,2025-04-02,266980,10,Delhi
S5597,P8369,C8624,6,2026-02-05,8016,5,Pune
S5598,P8724,C9936,7,2025-01-13,140833,0,Pune
S5599,P6831,C7816,13,2025-01-03,379405,0,Jaipur
S5600,P618,C9207,4,2025-03-18,169012,15,Chandigarh
S5601,P2275,C6772,9,2025-12-30,367875,5,Bangalore
S5602,P1137,C2162,4,2025-09-06,28508,0,Mumbai
S5603,P7822,C1887,4,2024-10-03,93524,15,Bangalore
S5604,P2186,C9355,10,2024-11-01,332920,15,Jaipur
S5605,P9894,C4740,18,2025-08-18,823770,5,Bangalore
S5606,P1289,C5050,19,2026-05-17,200963,5,Bangalore
S5607,P5768,C796,1,2024-07-21,46028,0,Delhi
S5608,P8244,C3290,14,2025-04-15,103712,5,Chandigarh
S5609,P1831,C2504,15,2024-07-02,107565,0,Chandigarh
S5610,P7428,C1110,20,2026-01-31,874500,0,Delhi
S5611,P1976,C7320,15,2026-01-14,634590,15,Pune
S5612,P816,C888,19,2024-07-07,159657,5,Bangalore
S5613,P2231,C9996,6,2025-10-04,89622,0,Mumbai
S5614,P2401,C3837,3,2025-01-27,139113,15,Jaipur
S5615,P3969,C1835,12,2026-05-06,21204,5,Pune
S5616,P4764,C1959,7,2025-07-05,267064,15,Bangalore
S5617,P2256,C8983,8,2026-03-05,11632,15,Bangalore
S5618,P2407,C9970,13,2025-11-03,296153,0,Bangalore
S5619,P2692,C5589,1,2026-03-06,37070,10,Mumbai
S5620,P8167,C7214,1,2025-03-25,18350,5,Delhi
S5621,P4073,C8354,7,2026-01-31,168462,15,Bangalore
S5622,P4367,C3365,16,2025-01-01,658288,10,Chandigarh
S5623,P1883,C2598,3,2025-02-24,10947,15,Jaipur
S5624,P5189,C9446,2,2024-09-27,41914,5,Pune
S5625,P9691,C2186,18,2025-01-02,591084,10,Delhi
S5626,P9095,C8842,19,2024-09-04,878237,5,Pune
S5627,P9365,C5109,11,2025-06-30,405328,15,Mumbai
S5628,P1888,C4705,16,2025-11-15,702624,5,Bangalore
S5629,P6272,C2089,11,2025-10-24,419034,10,Pune
S5630,P25,C9552,16,2026-02-23,293712,10,Pune
S5631,P8200,C8437,6,2024-07-25,251616,5,Delhi
S5632,P1244,C2284,9,2025-03-26,293013,15,Pune
S5633,P4566,C1225,5,2025-09-20,195030,10,Jaipur
S5634,P358,C2160,18,2026-04-01,574074,15,Mumbai
S5635,P7385,C5751,18,2026-01-06,426780,0,Pune
S5636,P6042,C6762,5,2024-11-16,233630,0,Pune
S5637,P9585,C9270,11,2024-06-01,19349,0,Jaipur
S5638,P1813,C6134,7,2024-08-07,121653,0,Pune
S5639,P2749,C8130,4,2024-09-22,107788,15,Bangalore
S5640,P9244,C2622,18,2025-10-01,35640,0,Delhi
S5641,P3400,C8313,5,2024-07-16,243630,15,Pune
S5642,P9059,C8258,13,2024-11-20,446290,0,Jaipur
S5643,P8685,C2805,5,2025-02-02,172055,10,Pune
S5644,P1293,C7829,8,2024-12-26,68936,0,Chandigarh
S5645,P3084,C1727,6,2025-07-30,205284,0,Mumbai
S5646,P7833,C1801,9,2026-01-02,274977,10,Bangalore
S5647,P7746,C2039,2,2025-06-20,25282,10,Jaipur
S5648,P7595,C4660,2,2025-03-11,64012,10,Delhi
S5649,P7260,C3110,12,2024-07-20,498492,15,Mumbai
S5650,P6763,C787,8,2026-04-27,132168,5,Jaipur
S5651,P5269,C477,5,2025-10-08,123130,0,Jaipur
S5652,P48,C7838,18,2025-08-21,384318,5,Pune
S5653,P535,C8447,10,2024-10-14,48330,10,Bangalore
S5654,P9512,C7147,18,2025-02-03,524070,0,Delhi
S5655,P1612,C5290,1,2025-06-02,22959,10,Mumbai
S5656,P9623,C5917,1,2025-01-20,29396,0,Pune
S5657,P7860,C2239,14,2026-03-01,208544,0,Jaipur
S5658,P7659,C3938,6,2025-06-30,172716,15,Delhi
S5659,P4423,C1126,6,2025-03-07,51018,0,Bangalore
S5660,P8401,C2781,20,2025-12-16,479420,0,Pune
S5661,P8038,C6932,8,2026-01-22,132032,5,Jaipur
S5662,P2015,C9424,14,2025-06-24,347844,15,Chandigarh
S5663,P7908,C784,16,2025-03-30,591968,15,Delhi
S5664,P7094,C622,15,2025-05-29,676740,15,Bangalore
S5665,P9110,C6651,13,2025-09-16,452816,15,Pune
S5666,P6508,C90,1,2026-02-08,3751,0,Pune
S5667,P1914,C1875,6,2024-08-05,140076,10,Pune
S5668,P3254,C2615,5,2025-04-18,25370,5,Mumbai
S5669,P1262,C175,17,2024-10-14,77758,15,Delhi
S5670,P8892,C3362,1,2025-11-13,27019,0,Bangalore
S5671,P5065,C2559,3,2024-09-22,52356,5,Bangalore
S5672,P434,C7310,17,2025-03-25,37162,5,Pune
S5673,P4689,C4783,17,2025-11-16,681819,0,Bangalore
S5674,P8845,C7013,17,2025-05-17,446709,15,Delhi
S5675,P449,C6409,18,2026-03-30,755514,5,Mumbai
S5676,P3269,C426,3,2025-07-05,92031,10,Mumbai
S5677,P3865,C2640,2,2025-06-19,32020,10,Mumbai
S5678,P9555,C2022,16,2024-08-23,110688,0,Chandigarh
S5679,P8236,C5554,9,2025-11-02,26595,15,Bangalore
S5680,P5609,C5649,3,2025-12-28,55041,0,Chandigarh
S5681,P3328,C9569,15,2024-09-03,263415,0,Jaipur
S5682,P6288,C7714,19,2025-05-19,158992,15,Jaipur
S5683,P3776,C1512,3,2025-03-05,42381,15,Delhi
S5684,P1938,C4112,20,2025-05-01,441660,10,Bangalore
S5685,P1803,C9025,11,2026-05-03,24387,15,Pune
S5686,P136,C9210,14,2026-03-28,653814,15,Delhi
S5687,P4979,C3269,16,2024-11-05,499408,10,Jaipur
S5688,P3417,C4704,15,2024-08-12,86565,5,Delhi
S5689,P6107,C230,3,2024-06-07,82848,10,Chandigarh
S5690,P3400,C496,9,2025-11-14,68472,5,Jaipur
S5691,P7182,C5165,2,2024-12-12,59798,5,Bangalore
S5692,P7894,C4091,18,2024-10-26,448776,0,Mumbai
S5693,P3465,C2226,1,2025-11-11,40976,0,Pune
S5694,P136,C8935,18,2026-01-19,895842,10,Mumbai
S5695,P4613,C5751,5,2026-05-10,81250,10,Delhi
S5696,P5061,C6297,17,2025-04-08,328202,5,Jaipur
S5697,P8129,C2917,18,2024-06-09,456732,10,Delhi
S5698,P6002,C7377,19,2025-10-18,518814,15,Chandigarh
S5699,P3073,C7433,11,2025-05-25,105952,15,Mumbai
S5700,P5932,C1954,4,2025-05-14,130196,0,Bangalore
S5701,P2025,C6245,7,2024-10-29,77532,10,Chandigarh
S5702,P3776,C529,8,2026-02-09,202248,10,Pune
S5703,P9085,C3655,4,2024-10-26,149092,15,Chandigarh
S5704,P7821,C2760,19,2024-06-05,700188,0,Mumbai
S5705,P1139,C7526,2,2025-09-19,67390,0,Chandigarh
S5706,P2539,C4235,12,2026-02-18,255072,15,Jaipur
S5707,P4851,C4479,2,2026-02-12,19558,5,Bangalore
S5708,P1307,C5976,13,2026-04-25,251862,10,Pune
S5709,P8201,C4378,12,2025-09-08,478164,15,Delhi
S5710,P2391,C96,12,2026-01-03,155592,10,Jaipur
S5711,P7551,C8415,10,2026-02-15,492610,5,Delhi
S5712,P2946,C7937,17,2025-05-24,115243,10,Jaipur
S5713,P3863,C2074,8,2026-05-25,223184,10,Bangalore
S5714,P1847,C9037,9,2024-06-16,237141,5,Mumbai
S5715,P3441,C4190,10,2025-09-25,307920,15,Jaipur
S5716,P2262,C8710,11,2025-09-08,530101,0,Bangalore
S5717,P3306,C4927,14,2025-06-05,640458,15,Chandigarh
S5718,P7133,C6057,3,2025-12-12,54405,15,Jaipur
S5719,P997,C5474,2,2025-01-03,78246,5,Jaipur
S5720,P731,C1136,12,2025-02-13,553716,5,Pune
S5721,P7193,C7110,5,2025-06-16,36315,0,Pune
S5722,P5458,C4012,18,2025-10-30,638478,0,Jaipur
S5723,P9755,C4401,19,2025-07-31,736497,0,Delhi
S5724,P5985,C6554,8,2025-11-28,190104,0,Pune
S5725,P3023,C6331,12,2024-08-01,119232,10,Chandigarh
S5726,P5614,C8746,19,2024-10-13,472435,10,Delhi
S5727,P2774,C1635,15,2025-04-21,706080,10,Mumbai
S5728,P5593,C582,6,2025-07-05,143136,5,Jaipur
S5729,P2057,C8855,16,2025-09-03,21040,5,Delhi
S5730,P5235,C5879,16,2024-10-01,225584,15,Jaipur
S5731,P7517,C7599,7,2026-02-07,16534,10,Jaipur
S5732,P7373,C1201,20,2025-04-07,518920,15,Delhi
S5733,P1258,C4544,19,2024-07-10,876318,10,Jaipur
S5734,P7611,C433,4,2025-06-03,118048,15,Pune
S5735,P6270,C7524,6,2025-12-19,162624,0,Jaipur
S5736,P4879,C9115,9,2024-12-23,382842,0,Bangalore
S5737,P403,C6041,12,2025-07-25,429876,15,Chandigarh
S5738,P601,C8762,3,2025-04-11,145464,10,Bangalore
S5739,P5784,C6940,9,2025-04-13,114390,15,Mumbai
S5740,P4513,C5754,15,2025-12-04,501525,0,Chandigarh
S5741,P8645,C5187,18,2024-10-24,246186,10,Pune
S5742,P7495,C3241,14,2025-09-17,645204,15,Delhi
S5743,P9267,C5421,2,2025-03-25,98690,10,Chandigarh
S5744,P7559,C9723,3,2025-01-09,133506,5,Mumbai
S5745,P7898,C963,11,2025-11-06,192302,15,Bangalore
S5746,P8589,C3999,15,2026-01-04,445380,10,Delhi
S5747,P7071,C4729,18,2025-01-30,315414,10,Pune
S5748,P8757,C6524,3,2025-12-10,43131,15,Mumbai
S5749,P7733,C6657,4,2025-12-27,18456,5,Bangalore
S5750,P5783,C1666,4,2024-09-07,76156,5,Pune
S5751,P2230,C6389,4,2026-03-21,149228,15,Jaipur
S5752,P8667,C2457,20,2025-04-09,615660,10,Chandigarh
S5753,P4145,C9209,19,2026-01-12,431661,15,Bangalore
S5754,P3461,C1743,1,2026-02-01,9357,0,Jaipur
S5755,P2009,C6487,13,2025-01-11,139789,0,Mumbai
S5756,P5487,C2489,12,2024-07-23,575448,0,Delhi
S5757,P4110,C2356,11,2025-06-12,387530,10,Chandigarh
S5758,P1382,C1370,1,2024-11-27,17098,10,Delhi
S5759,P1714,C650,11,2025-08-09,431387,5,Delhi
S5760,P4717,C1393,16,2026-01-10,742192,5,Chandigarh
S5761,P2677,C7953,17,2025-08-16,540379,5,Bangalore
S5762,P6421,C9820,11,2025-05-07,433158,0,Jaipur
S5763,P3732,C1831,20,2025-08-03,62300,0,Chandigarh
S5764,P2251,C1785,6,2024-07-23,235632,15,Chandigarh
S5765,P2835,C548,5,2024-11-23,109035,5,Mumbai
S5766,P5512,C4833,4,2024-09-10,12808,10,Chandigarh
S5767,P4550,C3363,11,2025-07-07,409497,10,Pune
S5768,P605,C4912,13,2024-06-27,483431,10,Bangalore
S5769,P3638,C414,15,2025-08-08,187650,5,Delhi
S5770,P879,C1965,12,2025-08-24,458172,10,Bangalore
S5771,P6277,C1364,19,2024-09-27,147516,0,Chandigarh
S5772,P2488,C2773,2,2024-08-20,32150,5,Mumbai
S5773,P2085,C3298,15,2025-06-13,89010,10,Pune
S5774,P4108,C6756,18,2025-02-01,683820,10,Pune
S5775,P1228,C955,19,2024-07-26,29355,15,Chandigarh
S5776,P6629,C3472,14,2025-09-16,473242,15,Chandigarh
S5777,P8554,C1329,15,2025-12-07,132300,15,Jaipur
S5778,P4588,C8229,16,2025-08-01,63952,0,Bangalore
S5779,P3877,C5572,20,2025-03-03,842880,5,Chandigarh
S5780,P8852,C6363,8,2025-12-29,343440,0,Pune
S5781,P3803,C7135,10,2024-06-16,463250,15,Jaipur
S5782,P6825,C9546,18,2026-05-10,228996,15,Pune
S5783,P6090,C7443,6,2024-10-29,81708,0,Mumbai
S5784,P6581,C8982,14,2025-04-19,188664,10,Jaipur
S5785,P8313,C1486,12,2024-09-06,83484,15,Mumbai
S5786,P185,C1032,15,2024-08-07,541815,15,Bangalore
S5787,P1575,C4936,13,2025-12-25,201435,0,Chandigarh
S5788,P6707,C1823,2,2024-08-14,23352,10,Mumbai
S5789,P351,C2554,12,2025-09-12,356652,5,Chandigarh
S5790,P3683,C2097,6,2026-05-06,255192,0,Jaipur
S5791,P6317,C1645,10,2024-08-15,150430,15,Chandigarh
S5792,P3907,C1045,2,2025-08-02,93648,0,Mumbai
S5793,P9488,C14,4,2026-05-28,101988,10,Delhi
S5794,P9679,C1299,18,2025-01-11,586566,15,Pune
S5795,P2920,C9845,9,2026-03-02,122040,5,Chandigarh
S5796,P3496,C6629,18,2026-03-27,689076,0,Bangalore
S5797,P4541,C1467,14,2025-01-24,17668,5,Jaipur
S5798,P8565,C1642,18,2024-12-14,529092,5,Jaipur
S5799,P6512,C1992,18,2024-06-12,583128,0,Mumbai
S5800,P7033,C1520,12,2024-11-06,540156,0,Mumbai
S5801,P3550,C3067,17,2025-07-18,393023,5,Pune
S5802,P5637,C261,3,2025-06-10,7272,15,Jaipur
S5803,P8896,C8320,11,2026-02-24,188969,0,Delhi
S5804,P7820,C4734,20,2026-05-02,687720,5,Mumbai
S5805,P3761,C2271,14,2025-06-20,260232,10,Chandigarh
S5806,P6567,C6581,19,2026-05-07,242098,0,Bangalore
S5807,P3074,C5194,9,2026-02-13,322659,0,Pune
S5808,P242,C2043,3,2026-04-01,6975,10,Bangalore
S5809,P6576,C7567,18,2025-07-06,482310,15,Mumbai
S5810,P6865,C3175,1,2026-03-21,34991,10,Mumbai
S5811,P6499,C4690,17,2026-05-04,614465,10,Chandigarh
S5812,P1590,C6017,16,2024-06-13,638944,15,Delhi
S5813,P3328,C675,14,2025-04-06,74200,10,Chandigarh
S5814,P5470,C2410,2,2026-01-27,24694,0,Delhi
S5815,P9111,C8894,12,2024-10-29,32832,5,Chandigarh
S5816,P3983,C3517,2,2026-01-26,84510,10,Mumbai
S5817,P5388,C199,15,2024-12-27,650085,15,Bangalore
S5818,P7792,C3110,13,2025-04-18,378599,5,Pune
S5819,P9534,C7881,18,2024-11-21,857286,0,Bangalore
S5820,P3411,C8152,17,2024-11-01,69054,15,Jaipur
S5821,P2416,C1521,7,2025-09-15,314741,0,Mumbai
S5822,P7105,C6921,19,2025-12-22,705869,15,Jaipur
S5823,P4937,C5196,18,2024-06-15,743940,5,Chandigarh
S5824,P954,C1410,17,2026-04-23,332486,5,Mumbai
S5825,P4404,C1001,8,2024-12-23,279184,5,Bangalore
S5826,P6398,C932,17,2025-04-18,704667,15,Jaipur
S5827,P9163,C2188,14,2025-07-29,232386,15,Delhi
S5828,P4932,C1756,8,2026-02-13,350352,10,Bangalore
S5829,P396,C778,12,2024-07-26,575976,15,Pune
S5830,P1158,C305,20,2024-09-11,319080,15,Pune
S5831,P68,C2241,16,2026-03-31,368992,15,Delhi
S5832,P6270,C5492,11,2025-05-23,250888,0,Pune
S5833,P834,C701,20,2025-05-17,352700,0,Mumbai
S5834,P2767,C902,13,2025-08-23,489684,15,Chandigarh
S5835,P8167,C24,9,2024-12-26,53325,0,Mumbai
S5836,P1443,C6728,10,2025-04-02,454310,10,Chandigarh
S5837,P9639,C2780,11,2025-04-29,522984,5,Jaipur
S5838,P8041,C9053,14,2026-03-17,428456,15,Mumbai
S5839,P8956,C6753,3,2025-05-11,139122,0,Bangalore
S5840,P873,C1820,16,2024-10-16,510800,5,Pune
S5841,P1825,C3427,5,2025-07-17,101845,0,Pune
S5842,P3685,C1025,9,2024-12-10,54504,0,Bangalore
S5843,P2301,C9513,7,2024-09-28,332262,5,Chandigarh
S5844,P2287,C3430,17,2026-02-10,281078,0,Jaipur
S5845,P130,C5912,1,2026-05-26,12497,10,Chandigarh
S5846,P9547,C8912,12,2026-05-18,82908,5,Chandigarh
S5847,P4491,C3397,16,2025-10-15,563776,5,Bangalore
S5848,P7090,C9360,12,2025-08-11,230088,15,Mumbai
S5849,P8604,C3106,18,2024-08-31,758232,10,Chandigarh
S5850,P8240,C6594,5,2026-04-30,120260,15,Pune
S5851,P3012,C2180,18,2025-12-21,489564,0,Delhi
S5852,P4296,C8322,14,2024-12-03,488572,10,Bangalore
S5853,P4800,C1367,20,2025-05-22,484360,10,Jaipur
S5854,P7807,C5321,2,2025-10-01,62688,15,Mumbai
S5855,P1450,C9679,18,2025-08-09,419850,0,Delhi
S5856,P6208,C9942,14,2024-12-05,97874,0,Jaipur
S5857,P1200,C9602,9,2025-08-29,95742,0,Delhi
S5858,P4415,C5357,19,2025-08-19,120080,10,Mumbai
S5859,P4611,C134,13,2024-08-15,122330,0,Bangalore
S5860,P5632,C2863,11,2025-02-17,178585,5,Delhi
S5861,P207,C955,8,2026-03-23,65296,15,Jaipur
S5862,P4248,C3311,18,2026-02-14,70632,10,Jaipur
S5863,P7179,C9157,14,2025-01-22,236572,5,Jaipur
S5864,P493,C2101,11,2025-06-19,96492,5,Jaipur
S5865,P5707,C3781,2,2026-04-04,71822,10,Mumbai
S5866,P8526,C5034,12,2024-10-31,151356,15,Delhi
S5867,P4015,C2822,17,2025-10-23,338878,10,Mumbai
S5868,P8141,C2691,20,2024-11-07,847260,0,Pune
S5869,P1935,C4066,7,2025-01-09,216832,5,Delhi
S5870,P8162,C22,2,2025-12-14,95776,5,Delhi
S5871,P4125,C7547,9,2024-10-18,97731,5,Pune
S5872,P3220,C5423,20,2025-02-20,258680,15,Mumbai
S5873,P5694,C2869,16,2025-06-09,282688,15,Mumbai
S5874,P272,C3606,5,2024-12-19,209145,5,Pune
S5875,P2985,C6661,13,2025-06-17,519077,5,Mumbai
S5876,P2019,C1862,1,2026-01-14,9281,5,Jaipur
S5877,P6071,C6414,1,2024-06-06,11993,15,Bangalore
S5878,P8284,C7056,15,2025-10-24,492270,5,Bangalore
S5879,P1837,C9395,12,2025-07-04,318516,15,Chandigarh
S5880,P5569,C5155,15,2026-02-10,341550,15,Pune
S5881,P9141,C2419,18,2025-09-14,724518,15,Delhi
S5882,P7720,C293,19,2025-04-20,415853,5,Chandigarh
S5883,P780,C564,9,2024-12-23,349272,5,Chandigarh
S5884,P6188,C8007,17,2025-10-04,53448,10,Delhi
S5885,P1106,C8619,12,2025-01-01,394692,15,Pune
S5886,P2117,C5281,4,2024-11-02,133256,0,Chandigarh
S5887,P5653,C2306,8,2025-04-30,391680,5,Mumbai
