inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,safety_stock,damaged_stock,last_updated
I4621,P9677,W9751,999,112,32,3,2026-02-05
I4622,P9548,W6319,660,74,65,20,2025-05-31
I4623,P1804,W1064,611,179,81,2,2026-05-27
I4624,P3964,W6964,490,29,56,19,2026-03-05
I4625,P193,W7773,889,99,62,3,2026-01-30
I4626,P6971,W7823,147,16,44,4,2026-01-16
I4627,P9265,W7613,10,56,65,7,2025-10-25
I4628,P11,W5703,799,185,44,0,2025-09-30
I4629,P1315,W9127,834,122,84,0,2025-11-30
I4630,P8080,W9110,104,55,46,13,2026-03-24
I4631,P1583,W3116,346,184,11,7,2025-12-20
I4632,P4103,W5866,892,100,93,6,2026-03-11
I4633,P3746,W2449,492,146,26,5,2026-03-25
I4634,P4287,W5896,753,15,56,12,2026-01-21
I4635,P8317,W2242,127,103,31,3,2025-07-22
I4636,P4271,W3421,49,85,26,10,2026-03-05
I4637,P6908,W8845,663,144,62,1,2026-05-19
I4638,P9192,W8872,746,128,88,4,2026-03-02
I4639,P3596,W5362,743,26,14,8,2026-04-21
I4640,P5547,W1275,482,64,41,15,2025-10-26
I4641,P3917,W7767,99,81,66,15,2025-12-07
I4642,P9739,W9377,962,189,100,6,2025-12-16
I4643,P3736,W2683,222,102,45,4,2025-09-09
I4644,P5724,W1692,298,95,80,3,2026-01-06
I4645,P7075,W6165,670,73,49,16,2025-11-12
I4646,P5696,W5366,675,46,81,16,2025-07-06
I4647,P2153,W5569,878,30,11,8,2026-02-07
I4648,P5472,W1343,473,191,15,0,2026-05-28
I4649,P2985,W9964,758,123,96,2,2025-12-22
I4650,P8588,W1781,953,125,46,7,2025-12-05
I4651,P3455,W3907,301,39,86,5,2025-12-14
I4652,P6636,W8174,70,45,64,14,2026-03-31
I4653,P1817,W347,359,166,50,4,2026-04-30
I4654,P8226,W1059,242,111,32,5,2025-06-24
I4655,P3109,W4268,705,16,69,19,2025-10-15
I4656,P6377,W1494,258,147,23,8,2025-09-24
I4657,P6999,W5699,157,18,72,10,2025-06-24
I4658,P4203,W2309,828,130,86,10,2025-12-21
I4659,P8137,W2240,276,60,78,14,2025-09-11
I4660,P4022,W2261,951,22,45,16,2026-02-16
I4661,P2336,W2194,738,143,82,10,2025-11-07
I4662,P1682,W6690,292,138,38,20,2025-10-22
I4663,P7261,W1562,763,61,68,9,2025-12-05
I4664,P962,W1276,910,90,84,5,2025-08-18
I4665,P1991,W2683,25,60,72,17,2026-01-15
I4666,P573,W7390,658,117,21,12,2026-04-22
I4667,P9738,W1800,201,153,99,14,2026-03-08
I4668,P1806,W5312,678,119,8,0,2025-08-27
I4669,P2153,W5526,12,198,100,13,2026-01-06
I4670,P8106,W4327,889,194,79,11,2025-06-24
I4671,P2829,W5684,995,169,7,2,2025-08-09
I4672,P7848,W5374,237,188,50,12,2025-08-12
I4673,P3011,W85,35,12,90,19,2025-10-08
I4674,P3328,W844,428,94,16,3,2025-10-04
I4675,P2149,W923,107,187,20,14,2026-05-01
I4676,P8864,W9643,182,64,66,1,2025-06-18
I4677,P9271,W9513,389,154,50,3,2025-06-22
I4678,P6589,W6402,44,149,45,4,2026-05-01
I4679,P9593,W369,543,150,54,16,2026-05-16
I4680,P8355,W5512,211,172,86,1,2026-05-23
I4681,P9397,W4610,286,94,43,13,2025-12-10
I4682,P3685,W6741,585,190,98,4,2025-07-14
I4683,P7480,W4153,70,38,67,8,2025-07-12
I4684,P4613,W9393,631,166,53,5,2025-07-24
I4685,P8920,W5551,692,113,45,5,2025-09-03
I4686,P1854,W7676,470,161,60,14,2025-06-07
I4687,P5802,W8716,801,110,16,8,2026-05-07
I4688,P9387,W9524,500,143,74,15,2025-07-13
I4689,P8099,W3867,283,119,50,1,2025-08-04
I4690,P6836,W1823,8,81,32,6,2025-10-22
I4691,P9713,W7370,689,25,30,2,2025-07-22
I4692,P1657,W1053,761,130,42,8,2026-01-19
I4693,P7929,W6132,16,113,91,18,2026-03-28
I4694,P5840,W4449,940,78,37,20,2026-01-13
I4695,P2882,W7645,59,82,99,6,2025-08-26
I4696,P1378,W9211,693,65,61,1,2026-01-22
I4697,P7134,W9943,578,74,93,17,2026-01-30
I4698,P5467,W8702,164,36,62,9,2025-12-20
I4699,P294,W2872,585,102,46,20,2025-05-30
I4700,P8722,W7886,480,32,57,9,2026-04-20
I4701,P3032,W7053,983,26,6,9,2025-09-02
I4702,P8547,W8483,361,154,54,19,2025-08-23
I4703,P8122,W2554,674,37,42,15,2026-05-18
I4704,P3261,W8872,309,84,63,4,2026-05-10
I4705,P5818,W144,843,166,57,3,2026-04-28
I4706,P2274,W4302,9,89,49,6,2026-04-24
I4707,P9770,W2561,729,19,60,3,2025-06-22
I4708,P7446,W5379,694,34,40,7,2026-05-05
I4709,P6884,W4036,166,145,99,10,2025-11-30
I4710,P1423,W3642,285,133,22,6,2026-04-08
I4711,P8524,W1830,909,101,63,12,2025-11-11
I4712,P9549,W6329,668,168,50,18,2025-10-15
I4713,P4400,W8929,938,124,45,13,2025-10-03
I4714,P910,W6109,288,127,33,15,2026-01-20
I4715,P3527,W7600,166,74,67,6,2025-10-12
I4716,P2804,W4952,38,94,12,9,2026-03-25
I4717,P25,W9539,487,196,37,13,2025-07-20
I4718,P6415,W9812,581,192,77,14,2025-08-19
I4719,P1641,W6299,717,50,11,12,2025-10-17
I4720,P9028,W2007,52,40,52,13,2025-11-28
I4721,P2780,W4715,642,57,64,0,2025-08-17
I4722,P5669,W7024,424,160,66,8,2026-02-06
I4723,P4001,W4745,246,101,47,2,2025-07-20
I4724,P3114,W5171,626,196,14,0,2025-06-30
I4725,P3412,W7376,451,18,61,17,2025-06-15
I4726,P8308,W6413,229,66,25,3,2025-07-23
I4727,P5664,W6150,953,21,65,0,2025-07-19
I4728,P8718,W5740,87,180,69,5,2025-08-03
I4729,P8321,W8512,92,56,16,6,2025-11-01
I4730,P9546,W8566,218,143,83,8,2025-05-30
I4731,P930,W6657,954,61,92,10,2025-06-19
I4732,P254,W7190,259,78,7,4,2025-12-03
I4733,P903,W5304,571,42,22,13,2025-08-25
I4734,P2689,W8929,252,153,82,13,2026-04-28
I4735,P8294,W9648,598,21,46,2,2025-06-30
I4736,P9747,W8211,272,161,12,2,2026-05-02
I4737,P1247,W2596,218,77,26,6,2026-01-06
I4738,P2362,W8485,737,173,93,15,2026-04-06
I4739,P7091,W5918,787,87,21,6,2026-05-10
I4740,P1000,W8799,909,103,5,3,2025-09-25
I4741,P4065,W3666,639,180,44,7,2026-05-03
I4742,P8749,W9608,273,39,16,7,2025-11-21
I4743,P4224,W1473,818,178,72,7,2025-09-05
I4744,P7047,W4269,91,153,33,0,2025-07-25
I4745,P2053,W4466,638,81,12,2,2026-04-08
I4746,P6622,W7699,520,28,20,11,2025-07-12
I4747,P8690,W1441,581,115,96,8,2026-04-11
I4748,P3010,W9948,819,139,95,12,2025-07-06
I4749,P5110,W6583,781,141,64,2,2026-04-30
I4750,P7691,W6474,711,34,97,3,2025-11-21
I4751,P7105,W3212,873,179,96,14,2026-04-09
I4752,P1138,W6547,419,49,44,17,2026-04-14
I4753,P1162,W6239,987,111,32,14,2026-05-26
I4754,P9512,W3600,696,126,19,20,2025-12-22
I4755,P8896,W7574,66,158,5,17,2025-11-05
I4756,P7849,W4979,644,190,21,16,2025-06-18
I4757,P8489,W7379,817,186,91,17,2025-12-21
I4758,P681,W7038,953,85,89,18,2025-08-12
I4759,P4299,W8196,912,83,82,5,2025-08-29
I4760,P4686,W7137,704,34,52,6,2025-09-18
I4761,P6135,W190,891,54,39,7,2025-09-21
I4762,P7694,W348,416,176,98,5,2025-08-11
I4763,P6685,W7375,438,19,25,5,2025-09-12
I4764,P4946,W4936,688,181,57,12,2025-06-23
I4765,P8471,W9343,388,128,61,9,2025-11-21
I4766,P9669,W4417,881,58,23,15,2025-11-16
I4767,P4675,W5899,38,82,5,4,2025-11-09
I4768,P4701,W3044,71,74,17,2,2026-05-10
I4769,P5278,W5917,715,95,16,11,2025-09-26
I4770,P4516,W5981,968,168,72,5,2025-07-05
I4771,P5742,W2491,494,116,44,20,2026-04-27
I4772,P9378,W1151,47,101,50,1,2025-10-14
I4773,P8219,W814,393,133,43,3,2025-07-28
I4774,P4027,W571,349,198,37,18,2025-12-11
I4775,P5439,W495,75,164,73,10,2026-04-19
I4776,P6316,W3148,743,172,93,12,2025-08-14
I4777,P5319,W6927,242,196,100,12,2026-01-11
I4778,P986,W2254,144,196,38,0,2025-08-15
I4779,P8642,W7929,281,26,90,16,2025-12-04
I4780,P3968,W7189,411,168,69,11,2025-10-21
I4781,P8257,W1610,253,181,95,9,2026-02-13
I4782,P5332,W1711,875,154,45,18,2026-02-23
I4783,P9203,W7107,757,140,93,8,2025-10-16
I4784,P5692,W2928,744,188,8,9,2025-11-27
I4785,P8768,W1135,139,126,70,3,2025-11-13
I4786,P3708,W4922,148,129,68,0,2026-01-14
I4787,P7549,W4907,333,168,47,5,2025-11-04
I4788,P8698,W4816,762,52,10,11,2025-06-21
I4789,P1575,W4344,508,111,98,1,2025-06-16
I4790,P1889,W2191,492,70,22,14,2025-07-11
I4791,P7315,W3149,68,142,70,6,2025-06-08
I4792,P8455,W2357,572,173,46,0,2026-05-21
I4793,P6009,W2008,221,136,44,4,2026-02-20
I4794,P7896,W3756,685,14,25,16,2026-03-09
I4795,P1084,W907,690,175,85,8,2025-08-28
I4796,P4564,W860,752,45,23,15,2025-07-09
I4797,P4119,W719,122,183,52,0,2025-08-25
I4798,P35,W8908,90,163,98,5,2026-01-18
I4799,P7525,W1406,505,166,75,11,2025-06-22
I4800,P1696,W2696,648,192,31,15,2025-08-16
I4801,P6617,W4436,786,81,70,15,2026-04-16
I4802,P2822,W1405,226,86,86,10,2025-06-03
I4803,P5819,W5780,849,137,58,1,2025-11-19
I4804,P484,W7968,92,42,50,19,2026-01-16
I4805,P4970,W8784,331,188,21,3,2026-03-09
I4806,P3387,W4260,573,162,24,2,2025-10-28
I4807,P4259,W2395,315,35,32,5,2025-08-31
I4808,P5360,W8751,670,121,46,8,2026-04-09
I4809,P825,W3736,626,189,90,13,2026-01-19
I4810,P7125,W9913,370,113,56,10,2026-01-26
I4811,P9369,W5239,590,133,15,18,2026-05-20
I4812,P1516,W6841,874,100,8,12,2025-06-07
I4813,P2320,W246,573,85,46,8,2025-07-12
I4814,P9334,W1228,944,15,68,9,2026-01-02
I4815,P9292,W9209,31,84,17,5,2025-12-05
I4816,P2324,W821,969,141,17,20,2025-09-21
I4817,P9325,W5819,80,94,28,3,2026-01-30
I4818,P4648,W4490,894,168,51,0,2025-10-18
I4819,P7256,W2005,807,61,54,13,2025-10-05
I4820,P9243,W5622,937,92,42,1,2025-12-16
I4821,P9411,W4530,554,64,86,12,2025-08-03
I4822,P9608,W7184,811,24,15,3,2025-07-14
I4823,P7841,W9253,101,19,80,0,2026-03-10
I4824,P7575,W8694,798,144,34,12,2025-11-17
I4825,P4703,W5890,39,77,67,6,2026-05-17
I4826,P9492,W9947,901,93,94,4,2025-08-19
I4827,P8369,W8743,622,173,41,14,2025-10-15
I4828,P4687,W5401,661,144,100,19,2025-11-26
I4829,P2866,W8948,87,187,8,16,2026-02-09
I4830,P2671,W4553,237,168,98,11,2025-10-06
I4831,P468,W9545,307,63,100,9,2025-06-09
I4832,P1329,W3535,302,104,53,3,2026-03-18
I4833,P228,W4657,511,181,55,12,2026-03-22
I4834,P2193,W683,432,172,88,20,2026-01-08
I4835,P242,W3145,972,72,30,7,2026-02-23
I4836,P5631,W5567,365,101,89,2,2025-07-30
I4837,P5973,W8869,954,10,35,1,2025-09-16
I4838,P3049,W6954,234,26,90,5,2026-03-16
I4839,P2657,W7884,609,150,77,2,2026-05-09
I4840,P6930,W1433,861,20,49,17,2025-11-26
I4841,P8475,W8397,978,196,97,19,2026-04-09
I4842,P3475,W5291,27,117,28,14,2026-04-22
I4843,P4618,W1526,841,31,66,10,2025-07-02
I4844,P1892,W8551,42,30,12,13,2025-12-09
I4845,P7238,W8735,824,75,94,10,2025-07-27
I4846,P4911,W4555,541,157,46,5,2026-03-16
I4847,P6504,W8128,909,182,90,18,2025-11-01
I4848,P6575,W3101,842,101,6,1,2026-04-21
I4849,P7857,W2528,519,13,21,15,2025-11-09
I4850,P7733,W8265,634,142,27,2,2025-12-17
I4851,P9624,W2365,976,115,87,8,2026-05-04
I4852,P263,W5122,954,104,19,12,2025-08-29
I4853,P9595,W2657,862,143,74,10,2026-03-23
I4854,P3015,W7294,606,68,9,4,2026-04-18
I4855,P829,W416,212,103,27,12,2026-02-04
I4856,P7324,W8325,186,157,82,7,2026-01-20
I4857,P9249,W2643,482,152,52,19,2025-06-23
I4858,P4180,W9027,281,94,18,0,2025-11-01
I4859,P5748,W5878,494,147,63,13,2026-03-09
I4860,P3690,W7688,196,173,10,5,2025-07-03
I4861,P3132,W6295,760,155,54,6,2026-01-24
I4862,P4133,W8087,913,66,76,6,2025-12-24
I4863,P3036,W499,730,159,44,10,2026-02-15
I4864,P9843,W786,297,100,29,14,2025-10-11
I4865,P7364,W5863,142,67,73,9,2025-07-06
I4866,P2282,W1876,949,181,57,15,2025-11-25
I4867,P1717,W9325,830,136,42,11,2025-07-06
I4868,P8093,W6389,803,199,24,7,2026-02-16
I4869,P9060,W4187,566,154,33,5,2025-08-20
I4870,P1395,W8729,132,62,39,6,2026-03-04
I4871,P6264,W8798,477,56,44,10,2025-12-16
I4872,P9172,W4741,982,115,82,17,2026-02-04
I4873,P1244,W47,560,19,55,1,2025-06-29
I4874,P4178,W7973,682,28,34,11,2025-09-17
I4875,P5474,W8112,106,75,68,19,2025-12-12
I4876,P1429,W9970,413,123,92,0,2025-07-13
I4877,P8610,W6299,444,182,57,2,2025-09-06
I4878,P3898,W1142,125,199,38,0,2026-05-07
I4879,P8720,W1372,393,82,45,3,2025-06-19
I4880,P429,W5904,236,100,56,17,2026-04-16
I4881,P6907,W9792,440,143,80,8,2026-03-10
I4882,P445,W8047,81,55,20,13,2026-03-08
I4883,P9251,W4625,60,148,49,15,2025-09-15
I4884,P3486,W9194,184,72,5,18,2026-01-19
I4885,P5422,W4158,187,130,74,1,2026-01-07
I4886,P9478,W2980,202,75,50,4,2026-01-13
I4887,P9074,W2646,355,176,80,15,2025-11-06
I4888,P7587,W1494,770,110,20,7,2025-10-30
I4889,P2796,W1603,208,177,9,13,2026-03-31
I4890,P3930,W1602,611,160,9,9,2026-03-28
I4891,P320,W1206,110,155,10,16,2025-08-21
I4892,P9480,W9125,860,90,65,9,2025-08-02
I4893,P799,W6313,75,80,11,16,2025-06-02
I4894,P5970,W9039,425,152,96,4,2025-06-16
I4895,P7626,W1096,632,48,55,20,2026-03-09
I4896,P2482,W5882,122,134,6,11,2025-06-18
I4897,P2667,W7171,509,56,81,12,2025-07-01
I4898,P509,W5996,677,104,84,8,2025-12-21
I4899,P9530,W7919,264,109,72,5,2025-09-05
I4900,P1234,W3954,754,122,94,5,2025-07-20
I4901,P1500,W2104,312,82,65,15,2025-06-04
I4902,P8132,W3196,170,108,66,3,2026-04-08
I4903,P241,W5645,58,144,48,4,2026-01-01
I4904,P5487,W577,355,167,13,1,2026-01-30
I4905,P1668,W7627,423,193,68,18,2025-09-26
I4906,P2950,W4104,113,46,94,19,2026-04-28
I4907,P2535,W1889,234,158,37,14,2025-07-13
I4908,P2918,W1459,262,85,42,7,2025-12-23
I4909,P3549,W2402,154,21,71,13,2025-06-26
I4910,P2538,W3044,994,124,18,1,2026-05-11
I4911,P8322,W885,753,65,80,8,2025-07-09
I4912,P5784,W7660,342,123,26,8,2026-03-28
I4913,P1652,W1411,911,31,17,16,2025-11-20
I4914,P4741,W5269,69,87,91,5,2026-03-17
I4915,P681,W6889,669,44,53,6,2025-10-26
I4916,P3275,W5163,306,150,80,18,2025-10-09
I4917,P2768,W1811,651,10,62,19,2025-10-22
I4918,P9503,W8568,801,170,65,13,2026-02-07
I4919,P5432,W5242,211,14,91,0,2025-07-31
I4920,P5831,W8075,171,41,80,14,2025-08-29
I4921,P1605,W7735,98,163,86,0,2025-07-04
I4922,P78,W9301,976,131,6,8,2025-06-14
I4923,P4077,W1736,227,114,53,16,2026-05-02
I4924,P7899,W9173,106,165,38,13,2026-04-02
I4925,P4186,W8056,624,78,25,11,2025-07-26
I4926,P3636,W3576,286,31,34,1,2026-03-21
I4927,P28,W5511,232,42,15,5,2025-11-06
I4928,P4282,W9189,202,95,88,5,2025-07-10
I4929,P5408,W948,678,114,88,12,2026-05-27
I4930,P9486,W6725,470,114,29,8,2026-05-22
I4931,P2744,W9975,587,59,90,19,2025-12-30
I4932,P4950,W1587,299,163,14,15,2025-12-11
I4933,P1980,W8365,108,80,10,6,2025-07-16
I4934,P8073,W3610,930,192,21,13,2026-04-15
I4935,P4667,W9207,855,181,54,12,2026-05-01
I4936,P652,W7276,807,24,68,16,2025-10-08
I4937,P659,W717,844,167,96,8,2026-01-31
I4938,P7805,W3865,492,175,93,17,2025-07-08
I4939,P1894,W1445,693,196,54,19,2026-03-17
I4940,P376,W8683,967,153,41,4,2025-10-14
I4941,P8564,W3205,542,148,54,8,2026-02-03
I4942,P8364,W979,204,154,66,11,2025-09-12
I4943,P2247,W6210,105,115,34,9,2025-10-08
I4944,P8720,W2544,990,146,24,1,2025-07-03
I4945,P5398,W7423,727,78,38,12,2026-02-01
I4946,P873,W6149,689,119,50,8,2025-07-31
I4947,P7554,W4045,855,66,13,1,2025-12-09
I4948,P7148,W1172,690,89,33,4,2025-07-09
I4949,P3865,W2456,524,176,66,14,2026-05-17
I4950,P5634,W1220,625,39,81,18,2025-11-03
I4951,P390,W8159,672,142,16,12,2025-10-18
I4952,P9580,W9751,587,29,25,1,2025-07-25
I4953,P6939,W5200,721,175,71,10,2025-07-12
I4954,P5867,W6509,855,66,5,16,2026-02-28
I4955,P7385,W8815,969,151,70,20,2025-11-14
I4956,P396,W3708,562,186,96,6,2025-11-09
I4957,P2905,W5028,66,96,83,13,2026-03-03
I4958,P1489,W4406,325,109,32,18,2026-01-10
I4959,P7508,W4932,921,141,100,7,2025-09-09
I4960,P1473,W9697,351,113,43,1,2026-04-09
I4961,P5125,W2348,888,80,28,19,2025-07-16
I4962,P3247,W2797,916,173,81,15,2025-08-06
I4963,P6249,W6157,567,130,29,4,2025-10-18
I4964,P9922,W9898,126,121,70,15,2026-05-13
I4965,P7937,W6936,896,43,85,20,2026-04-21
I4966,P3341,W6891,845,26,6,13,2025-09-06
I4967,P7531,W8709,92,119,94,8,2026-01-21
I4968,P8180,W5593,106,59,37,14,2025-05-28
I4969,P5398,W1422,37,183,23,2,2026-04-08
I4970,P2085,W8768,901,190,73,3,2026-05-23
I4971,P66,W9886,565,140,89,10,2026-04-12
I4972,P6146,W5857,514,53,65,17,2026-04-17
I4973,P689,W9110,238,44,82,1,2026-03-19
I4974,P9008,W2719,744,192,79,13,2026-01-31
I4975,P2112,W2323,71,114,90,12,2025-07-15
I4976,P6333,W8668,893,136,74,5,2026-04-08
I4977,P2398,W2158,502,54,80,12,2025-07-03
I4978,P6535,W574,668,46,18,9,2025-11-11
I4979,P9852,W3909,704,15,88,6,2025-10-08
I4980,P4367,W6541,888,176,42,5,2025-07-20
I4981,P1466,W5985,396,189,44,3,2025-09-24
I4982,P970,W1284,888,184,19,6,2026-05-27
I4983,P5627,W3792,667,195,21,12,2026-01-07
I4984,P897,W2041,354,39,68,3,2025-06-05
I4985,P4838,W1023,868,145,47,19,2026-04-12
I4986,P7631,W1278,395,37,89,2,2025-10-24
I4987,P8470,W4431,805,178,59,17,2026-04-26
I4988,P5957,W8802,671,83,79,10,2026-05-12
I4989,P605,W4055,810,180,39,4,2026-03-01
I4990,P1218,W5047,752,22,54,8,2026-02-25
I4991,P9844,W2652,955,143,52,11,2025-07-03
I4992,P363,W2169,445,59,40,8,2025-09-20
I4993,P7358,W2485,671,131,38,14,2026-04-21
I4994,P3253,W7154,50,35,28,3,2025-10-09
I4995,P4418,W3242,441,147,22,13,2026-02-02
I4996,P1202,W6921,265,193,81,13,2026-05-12
I4997,P7197,W6407,79,188,48,19,2025-10-14
I4998,P9220,W4387,971,78,67,14,2025-12-17
I4999,P3485,W9160,438,194,55,3,2026-03-09
I5000,P8386,W4587,708,130,62,6,2025-07-19
I5001,P6721,W3875,261,141,67,12,2025-12-20
I5002,P6243,W8238,488,12,83,18,2025-06-22
I5003,P1401,W9958,656,185,11,3,2026-03-11
I5004,P6985,W5769,723,112,78,13,2026-03-26
I5005,P1175,W9252,804,21,20,8,2025-06-06
I5006,P9079,W2907,244,170,99,8,2026-05-08
I5007,P4796,W6536,81,117,41,2,2026-04-18
I5008,P5049,W943,107,78,74,7,2026-01-03
I5009,P7803,W184,723,170,66,0,2026-03-04
I5010,P5829,W2142,111,173,60,2,2025-07-18
I5011,P8591,W5122,742,181,30,11,2025-10-24
I5012,P1788,W7391,865,110,50,2,2026-03-07
I5013,P8323,W9193,180,177,49,15,2025-05-29
I5014,P3110,W5081,488,28,18,13,2026-04-08
I5015,P363,W454,78,95,9,1,2025-09-21
I5016,P9795,W4365,830,14,59,10,2025-09-05
I5017,P7199,W9963,406,200,84,8,2025-12-03
I5018,P2465,W7748,399,37,41,19,2025-12-12
I5019,P5524,W8994,48,12,35,8,2026-02-27
I5020,P8025,W9646,716,16,64,9,2026-01-08
I5021,P1527,W7779,35,101,9,18,2026-04-28
I5022,P2458,W4060,388,187,42,7,2026-01-26
I5023,P8657,W1106,826,116,91,19,2026-04-25
I5024,P8078,W8853,41,62,70,13,2025-11-13
I5025,P4672,W8658,157,31,11,5,2026-02-10
I5026,P5069,W3885,569,142,56,16,2026-02-11
I5027,P4409,W1587,911,33,40,6,2025-10-22
I5028,P2203,W7425,465,148,16,10,2025-05-28
I5029,P9235,W4703,465,154,59,4,2026-05-18
I5030,P7917,W5473,797,91,98,8,2026-04-22
I5031,P4053,W6144,43,97,96,18,2026-02-19
I5032,P673,W6067,488,157,25,0,2025-08-04
I5033,P675,W7606,542,88,67,12,2025-10-30
I5034,P4151,W4131,89,60,40,7,2025-10-27
I5035,P8958,W2561,865,162,80,19,2026-02-25
I5036,P7135,W8262,824,37,80,2,2025-06-09
I5037,P3508,W3425,548,112,17,17,2025-12-15
I5038,P3270,W9680,130,140,93,15,2025-09-08
I5039,P4506,W1158,366,16,76,4,2026-03-08
I5040,P7358,W6924,182,159,49,6,2025-07-21
I5041,P578,W3610,708,135,80,3,2026-02-08
I5042,P7601,W8575,592,136,73,12,2025-09-30
I5043,P2159,W3128,737,185,59,7,2025-09-15
I5044,P9484,W198,633,141,44,14,2025-10-26
I5045,P6175,W8312,538,50,64,7,2025-06-18
I5046,P5769,W1022,493,192,7,8,2026-01-12
I5047,P9018,W509,237,130,65,7,2026-05-13
I5048,P6116,W2199,544,54,27,5,2025-12-23
I5049,P2048,W7619,907,115,64,18,2025-06-12
I5050,P1487,W6660,196,97,89,20,2025-11-25
I5051,P3690,W186,513,88,72,8,2025-06-04
I5052,P4974,W6485,474,27,24,17,2025-07-13
I5053,P3225,W9547,637,19,40,18,2025-10-12
I5054,P2926,W1940,799,168,23,5,2025-12-07
I5055,P3192,W7973,956,191,23,1,2025-08-21
I5056,P8951,W8095,229,161,69,10,2025-09-09
I5057,P2938,W1714,606,18,10,20,2025-09-17
I5058,P367,W4885,142,41,74,10,2026-01-31
I5059,P7628,W6352,687,126,59,3,2026-01-16
I5060,P8169,W2201,58,42,15,3,2025-11-25
I5061,P4743,W6215,49,51,78,20,2025-08-22
I5062,P9749,W6560,775,102,55,2,2025-06-27
I5063,P7432,W6413,645,158,31,6,2025-12-22
I5064,P3142,W4991,521,42,66,9,2025-06-09
I5065,P2874,W9433,789,95,63,4,2025-10-07
I5066,P4959,W3432,818,43,85,13,2026-02-20
I5067,P3110,W3032,355,76,58,10,2026-02-05
I5068,P6725,W279,464,116,69,8,2025-05-30
I5069,P2097,W3950,356,95,36,12,2025-10-10
I5070,P4771,W3560,158,157,25,14,2026-04-30
I5071,P6660,W6144,621,117,48,7,2026-01-19
I5072,P3931,W3768,366,39,30,20,2025-09-21
I5073,P9690,W2270,721,10,38,8,2026-04-30
I5074,P5570,W3184,316,109,93,5,2026-04-04
I5075,P3940,W7106,780,59,76,11,2025-06-17
I5076,P3317,W5721,242,157,60,13,2026-03-17
I5077,P6958,W5800,625,95,47,10,2025-07-24
I5078,P5527,W1598,223,96,37,18,2025-10-10
I5079,P2853,W9132,503,118,19,1,2025-06-12
I5080,P734,W9551,63,32,59,16,2026-02-17
I5081,P9202,W9999,446,143,26,19,2025-09-06
I5082,P1171,W3383,422,190,87,7,2026-05-10
I5083,P5959,W6355,479,54,67,9,2025-07-18
I5084,P4445,W9108,495,94,70,16,2025-06-20
I5085,P3892,W8188,547,83,100,15,2025-06-28
I5086,P6485,W5006,665,23,26,9,2026-02-23
I5087,P5216,W4768,941,144,83,18,2026-03-15
I5088,P1020,W8489,285,89,43,16,2025-09-16
I5089,P9944,W9838,158,64,36,2,2026-01-22
I5090,P927,W8824,446,105,16,18,2026-04-21
I5091,P1641,W6145,604,129,22,19,2025-08-14
I5092,P1006,W2657,810,56,11,7,2026-05-06
I5093,P5939,W326,144,93,63,0,2025-07-31
I5094,P7804,W7505,953,56,85,0,2025-09-24
I5095,P9669,W6895,910,174,86,20,2025-07-29
I5096,P3390,W6424,276,38,36,5,2025-12-02
I5097,P8800,W6643,43,197,59,16,2025-10-30
I5098,P9647,W5265,106,71,82,9,2025-06-04
I5099,P2378,W4167,262,40,100,14,2025-07-04
I5100,P2308,W8623,182,53,89,2,2026-02-20
I5101,P6263,W7133,175,152,85,19,2026-02-24
I5102,P233,W5820,193,55,62,1,2026-03-28
I5103,P9159,W6357,947,109,67,9,2025-10-04
I5104,P4742,W1471,65,73,66,1,2025-12-30
I5105,P1343,W7449,983,108,33,15,2025-08-08
I5106,P3768,W5562,247,154,24,20,2025-10-18
I5107,P5352,W8566,463,126,78,4,2026-05-04
I5108,P4616,W1615,41,125,86,17,2026-04-14
I5109,P1545,W9775,776,135,36,14,2026-02-10
I5110,P3323,W561,962,38,57,0,2025-11-09
I5111,P9364,W6796,277,56,85,13,2025-06-01
I5112,P8707,W369,178,189,46,19,2026-03-05
I5113,P6122,W1253,99,105,100,4,2025-08-09
I5114,P4563,W6925,190,19,73,19,2025-09-05
I5115,P2662,W1344,169,90,96,11,2025-09-16
I5116,P5887,W1040,191,23,80,20,2026-02-01
I5117,P7082,W628,870,193,58,5,2026-05-02
I5118,P4160,W7969,262,115,68,10,2026-05-15
I5119,P8039,W1043,281,65,7,5,2025-12-21
I5120,P2105,W9299,499,102,73,5,2026-03-04
I5121,P2901,W284,63,155,34,18,2025-11-07
I5122,P7299,W3211,894,158,92,8,2026-02-16
I5123,P8427,W5480,690,106,96,14,2026-01-03
I5124,P946,W8468,579,116,46,4,2026-03-20
I5125,P6604,W4219,789,104,52,19,2025-11-03
I5126,P4759,W6190,267,131,48,7,2025-09-12
I5127,P5019,W3945,148,154,42,19,2025-08-13
I5128,P8548,W4932,209,193,65,5,2026-03-07
I5129,P479,W3002,612,115,80,10,2025-06-17
I5130,P6175,W8704,411,30,89,20,2026-02-11
I5131,P704,W3928,140,142,55,1,2025-06-04
I5132,P6152,W9496,451,189,97,6,2025-12-20
I5133,P768,W1327,725,97,80,10,2026-01-22
I5134,P3708,W2040,397,100,67,3,2026-01-11
I5135,P2302,W2534,385,65,69,12,2026-04-13
I5136,P9591,W4710,101,36,73,7,2026-03-11
I5137,P2542,W7043,380,175,45,16,2025-07-03
I5138,P4298,W8438,803,49,24,2,2026-04-28
I5139,P2902,W8003,825,149,62,1,2025-10-12
I5140,P1065,W5560,403,166,67,16,2026-01-04
